solvent_smiles,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfone,fr_thiophene,fr_urea
ClC(Cl)(Cl)Cl,4.826388888888888,4.826388888888888,1.6111111111111107,-1.6111111111111107,0.4697955363527546,12.0,153.823,153.823,151.87541072,32,0.26568521128753525,-0.06642130282188381,0.26568521128753525,0.06642130282188381,0.8,0.8,0.8,0.7219280948873623,3.0237157840738176,19.11941547876375,4.5,2.011857892036909,5.035573676110727,2.0,0.7559289460184544,2.2677868380553634,0.42857142857142844,3.857142857142857,0.0,0.0,0.0,0.0,1.16,3.6096404744368114,6.16,1.7418482569208207,38.291985731272305,49.952315935356246,0.0,0.0,0.0,0.0,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,-1.6111111111111107,19.305555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.5529,26.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCOCCOCCOCCO,7.479046792328042,7.479046792328042,3.4084880017527057,-4.128648549697658,0.43749139944601423,39.69230769230769,194.22700000000015,176.08299999999997,194.115423676,80,0.21015563015997807,-0.39398032487450974,0.39398032487450974,0.21015563015997807,0.7692307692307693,1.1538461538461537,1.5384615384615385,2.5055772794598528,5.8552926104733505,566.0713633052937,25.535533905932738,24.041241452319316,6.041241452319316,13.242640687119286,11.449489742783179,2.6329931618554525,1.1226827987756234,1.1226827987756234,0.47285288451456403,0.47285288451456403,0.20154655446197436,0.20154655446197436,-0.2,550112.019591808,2.0069726588892394,11.8,11.799999999999999,103.68575854079353,24.42820524361457,0.0,0.0,2.8623993144652684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.40401884205382,46.36034214233812,0.0,2.8623993144652684,0.0,0.0,0.0,52.4718819433303,0.0,0.0,0.0,0.0,0.0,0.0,65.55189764001001,14.210588861400147,0.0,21.932136898723517,0.0,0.0,0.0,68.15,52.4718819433303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.42820524361457,24.79453621318879,142.09711519151796,0.0,0.0,6.816976003505411,0.0,0.0,0.0,0.0,-31.4140911950234,0.0,1.0,13,2,5,0,0,0,0,0,0,5,2,5,12,0,0,0,0,-0.979199999999999,46.62860000000003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCOC1,7.098958333333334,7.098958333333334,2.958333333333334,-3.010416666666666,0.410937601049349,88.0,72.10699999999997,64.043,72.057514876,30,0.05665597941619162,-0.3814493819627182,0.3814493819627182,0.05665597941619162,1.4,2.0,2.2,1.8827016435892332,3.2436591590549244,208.29852582457042,10.707106781186548,10.408248290463863,2.408248290463863,5.457106781186548,5.158248290463863,1.1582482904638631,0.5561862178478973,0.5561862178478973,0.26662414523193156,0.26662414523193156,0.1275775907699572,0.1275775907699572,-0.04,333.2381909152943,0.46308641975308634,1.4103121748178982,0.6183636836628511,43.18155544833955,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.745849802658759,18.601004710513457,5.483034224680881,15.702931403161807,0.0,0.0,0.0,0.0,12.745849802658759,13.117970485832577,0.0,0.0,0.0,0.0,0.0,0.0,13.117970485832577,4.736862953800049,0.0,23.711918252020517,0.0,0.0,0.0,9.23,25.863820288491336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,10.96606844936176,60.437500000000014,0.0,0.0,0.0,0.0,0.0,0.0,-6.020833333333332,-5.916666666666668,0.0,1.0,5,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0.7968,20.052999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc2c(c1)CCCC2,7.884837962962963,7.884837962962963,0.8178831254724106,-3.338567649281935,0.5086297206140044,54.0,132.206,120.10999999999997,132.093900384,52,0.06257048784210252,-0.06197440256795898,0.06257048784210252,0.06197440256795898,1.1,1.6,2.1,2.372525635604286,3.1100199230659387,601.6062007769732,17.464101615137753,17.0,5.0,9.636751345948129,8.75,2.75,1.75,1.75,1.125,1.125,0.6875,0.6875,-0.78,30266.309533403877,1.2617881572135614,2.4517901863265905,0.9420016699918123,78.74498642556787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.16967483065318,36.61860258871151,10.96606844936176,5.483034224680881,16.44910267404264,0.0,0.0,0.0,0.0,25.491699605317518,0.0,35.29657781404717,0.0,0.0,0.0,0.0,0.0,0.0,12.745849802658759,0.0,40.321855460095406,24.16967483065318,0.0,0.0,0.0,60.788277419364675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44910267404264,93.11614229024941,0.0,0.0,0.0,-1.7432870370370361,0.0,-3.4334514361300066,-12.93940381708239,0.0,0.0,0.4,10,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2.5654000000000003,43.084000000000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccccc1,7.358449074074074,7.358449074074074,0.5851851851851853,-2.7009259259259255,0.4588062796575455,26.857142857142858,92.14099999999995,84.07699999999998,92.062600256,36,0.06254971751970131,-0.06224908578199481,0.06254971751970131,0.06224908578199481,1.4285714285714286,2.142857142857143,2.7142857142857144,2.094639700632517,3.6807357198826747,375.4268162614292,11.964101615137753,11.5,3.5,6.675426480542942,5.75,1.75,1.0,1.0,0.5,0.5,0.25,0.25,-0.78,1235.837423373185,0.8381701650376541,1.7832860398554335,1.0382641324115067,55.0361092352361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.77554503001347,6.851892117295679,4.1122756685106605,6.853792780851101,10.96606844936176,0.0,0.0,0.0,0.0,6.851892117295679,0.0,35.77554503001347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851892117295679,16.529519941058755,30.212093538316473,0.0,0.0,0.0,42.627437147309145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96606844936176,57.744675925925925,0.0,0.0,0.0,-0.6310185185185178,0.0,-3.1627314814814813,0.0,-2.7009259259259255,0.0,0.14285714285714285,7,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1.99502,31.17899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN(CCCC)CCCC,8.202019557823128,8.202019557823128,1.5518750000000008,-4.977933673469392,0.5293542389612635,54.69230769230769,185.35500000000025,158.13899999999998,185.21434986399998,80,0.04305671492526572,-0.30333814628454187,0.30333814628454187,0.04305671492526572,0.8461538461538461,1.2307692307692308,1.5384615384615385,2.629703597569575,8.210940789093295,792.3969022357414,33.57735026918962,33.44721359549996,6.447213595499958,16.616025403784437,16.420820393249937,2.920820393249937,1.4208203932499368,1.4208203932499368,0.6906152949374527,0.6906152949374527,0.3354101966249685,0.3354101966249685,-0.04,14369868.045517478,1.22131998701348,10.04361204013378,8.294448160535119,122.44765146092644,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.674451055875174,38.609353756935974,37.010481016595946,0.0,37.010481016595946,0.0,0.0,4.899909730850478,0.0,58.793225759863304,19.490579052947837,0.0,0.0,0.0,0.0,0.0,0.0,24.39048878379831,0.0,0.0,95.80370677645917,0.0,0.0,0.0,3.24,83.18371454366162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.010481016595946,208.55560445011338,0.0,-1.5518750000000008,0.0,0.0,0.0,0.0,-27.6341305272109,-27.36959892290251,0.0,1.0,13,0,1,0,0,0,0,0,0,1,0,1,12,0,0,0,0,3.6887000000000025,61.16400000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC=C(Cl)Cl,6.413580246913581,6.413580246913581,0.1975308641975302,-0.3209876543209871,0.47377505861481944,9.8,131.389,130.381,129.914383072,30,0.1176031867403948,-0.0903590844896965,0.1176031867403948,0.0903590844896965,1.8,2.0,2.0,1.3609640474436813,3.675948764555208,58.862383112184006,5.1547005383792515,3.133893419027682,4.4016802570830444,2.6427344100918364,1.3169467095138407,1.9508401285415227,0.35490192618549177,1.4932772071279041,0.07142857142857141,0.6428571428571429,0.0,0.0,0.6099999999999999,13.609640474436812,3.7882531194295894,2.826919739696312,4.6099999999999985,46.72935929085474,0.0,4.491468174157927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,5.511253568079898,1.3707585561702202,1.3707585561702202,34.802819670697545,0.0,0.0,0.0,0.0,0.0,10.002721742237824,0.0,0.0,0.0,0.0,34.802819670697545,0.0,0.0,0.0,1.3707585561702202,10.002721742237824,0.0,0.0,0.0,0.0,0.0,10.002721742237824,0.0,0.0,0.0,0.0,0.0,0.0,36.17357822686777,6.216049382716051,14.771604938271603,0.0,0.0,-0.3209876543209871,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.5017000000000005,25.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CC,7.45625,7.45625,0.875,-3.9000000000000012,0.5183748699715436,53.57142857142857,101.19299999999991,86.07299999999998,101.12044947999999,44,0.04276812622517467,-0.3041599430182366,0.3041599430182366,0.04276812622517467,1.2857142857142858,1.7142857142857142,2.0,2.0891044253164472,6.533934570162153,333.91287220171534,18.577350269189626,18.44721359549996,3.447213595499958,9.116025403784437,8.920820393249937,1.4208203932499368,0.6708203932499369,0.6708203932499369,0.33541019662496846,0.33541019662496846,0.08385254915624211,0.08385254915624211,-0.04,8826.46619696199,0.5627547928442398,4.127785234899329,2.6311409395973158,67.39835277253319,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.555676351887037,19.490579052947837,20.561378342553297,0.0,20.561378342553297,0.0,0.0,4.899909730850478,0.0,20.555676351887037,19.490579052947837,0.0,0.0,0.0,0.0,0.0,0.0,24.39048878379831,0.0,0.0,41.117054694440355,0.0,0.0,0.0,3.24,44.94616513568535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.561378342553297,108.18749999999997,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,-22.812500000000007,0.0,1.0,7,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,1.3481,33.46199999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCOCCOCCO,7.325403911564626,7.325403911564626,3.4081091400632797,-3.8811139455782335,0.4571376225737072,39.2,150.17400000000012,136.06199999999998,150.089208928,62,0.21015563015997807,-0.39398032487450974,0.39398032487450974,0.21015563015997807,1.0,1.5,1.9,2.349734538003892,5.546512749533385,394.9806036951634,19.82842712474619,18.632993161855453,4.6329931618554525,10.285533905932738,8.791241452319316,1.9747448713915894,0.8164965809277261,0.8164965809277261,0.32912414523193156,0.32912414523193156,0.13436436964131623,0.13436436964131623,-0.16,32118.521399975198,1.4740337564907477,8.840000000000002,7.840000000000001,80.2224470818222,19.69134228981452,0.0,0.0,2.8623993144652684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.80301413154041,36.14044496385717,0.0,2.8623993144652684,0.0,0.0,0.0,39.35391145749773,0.0,0.0,0.0,0.0,0.0,0.0,52.433927154177425,9.473725907600098,0.0,16.44910267404264,0.0,0.0,0.0,58.92,39.35391145749773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.69134228981452,19.31150198850791,106.94411122667617,0.0,0.0,6.816218280126559,0.0,0.0,0.0,0.0,-22.26032950680273,0.0,1.0,10,2,4,0,0,0,0,0,0,4,2,4,9,0,0,0,0,-0.9958000000000002,35.809599999999996,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCCOCCOCCOC,7.4605282738095235,7.4605282738095235,3.511301534223767,-4.105789753401362,0.4761817023320393,42.0,178.22800000000015,160.08399999999997,178.120509056,74,0.07011439248751951,-0.38229772617229335,0.38229772617229335,0.07011439248751951,0.8333333333333334,1.25,1.6666666666666667,2.2807393892893786,5.767591897838705,537.9742485203137,24.82842712474619,23.632993161855453,5.6329931618554525,12.578427124746192,11.382993161855453,2.3829931618554525,1.0206207261596576,1.0206207261596576,0.43118621784789735,0.43118621784789735,0.17603103630798292,0.17603103630798292,-0.16,227129.71282177206,1.6727065391148446,10.840000000000002,9.839999999999998,99.03749574965387,18.947451815200196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.075904917765177,64.02756546856175,43.62110582626418,0.0,0.0,0.0,0.0,0.0,53.4298163752629,0.0,0.0,0.0,0.0,0.0,0.0,53.4298163752629,18.947451815200196,0.0,24.673654011063956,0.0,0.0,0.0,36.92,53.4298163752629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.947451815200196,24.673654011063956,144.9798086781938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.957205609746204,-7.022603068447537,1.0,12,0,4,0,0,0,0,0,0,4,0,4,11,0,0,0,0,0.3124,45.39000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,5.375,5.375,2.75,2.75,0.3277476769246249,20.0,18.015,15.999,18.010564684,8,0.2057547609687113,-0.4115095219374226,0.4115095219374226,0.2057547609687113,4.0,4.0,4.0,0.9182958340544894,1.6329931618554523,2.7548875021634682,2.7071067811865475,2.408248290463863,0.4082482904638631,1.4142135623730951,0.8164965809277261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,2.7548875021634682,0.00039983340274885536,-27.040000000000028,-104.0400000000001,9.832512704908186,5.480753428414375,0.0,0.0,2.8623993144652684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.480753428414375,0.0,2.8623993144652684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.343152742879644,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.480753428414375,2.8623993144652684,10.75,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8247,3.6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)c1ccccc1,7.611574074074074,7.611574074074074,0.11092592592592565,-3.1812759826152694,0.5468274487440188,29.555555555555557,121.18299999999992,110.09499999999997,121.08914935199999,48,0.06446295631389685,-0.37766147871275463,0.37766147871275463,0.06446295631389685,1.3333333333333333,2.0,2.5555555555555554,2.2581084141877636,3.7563069565901914,485.6904915155955,16.04145188432738,15.447213595499958,4.447213595499958,8.79743494847109,7.670820393249937,2.170820393249937,1.3090169943749475,1.3090169943749475,0.7104101966249685,0.7104101966249685,0.35520509831248426,0.35520509831248426,-0.9800000000000001,9574.379676156117,1.0925153996954888,2.533930223385564,1.4567376919048354,71.37579652033949,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.127256122989884,12.08483741532659,27.863591412269372,6.853792780851101,15.078344117872419,5.687386274683562,0.0,0.0,0.0,0.0,18.85156353141497,30.212093538316473,0.0,4.899909730850478,5.687386274683562,0.0,0.0,13.951653800564491,0.0,0.0,15.078344117872419,30.212093538316473,0.0,0.0,3.24,49.85113361356453,0.0,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,15.078344117872419,80.8889559712774,0.0,-0.11092592592592565,0.0,-0.864814814814814,0.0,-4.05066326530612,0.0,-6.362551965230539,0.0,0.25,9,0,1,0,0,0,1,0,1,1,0,1,3,0,0,0,1,1.7526,40.76900000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1CCCCC1,7.80625,7.80625,3.6916666666666673,-3.841666666666667,0.43656953206962734,97.14285714285714,98.18899999999992,84.07699999999998,98.109550448,42,0.029984783225448848,-0.06250972284470455,0.06250972284470455,0.029984783225448848,1.5714285714285714,2.2857142857142856,2.857142857142857,2.2292944673996913,3.9270109874875065,410.7291010242332,17.5,17.5,3.5,8.75,8.75,1.75,1.0,1.0,0.5,0.5,0.25,0.25,0.0,9184.693205686728,0.5714285714285714,2.34375,1.5,65.59265956302939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.716516623942574,5.893957685363079,19.190619786383078,0.0,19.190619786383078,0.0,0.0,0.0,5.893957685363079,38.716516623942574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.893957685363079,57.9071364103257,0.0,0.0,0.0,0.0,44.61047430930565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.190619786383078,105.12916666666666,0.0,0.0,0.0,0.0,-3.841666666666667,0.0,-18.812500000000004,-3.7250000000000005,0.0,1.0,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,2.5866000000000007,32.24899999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1CCCN(C)C1=O,12.023055555555555,12.023055555555555,0.5618055555555559,-3.614375000000001,0.4621772024730006,60.22222222222222,128.17499999999993,116.07899999999998,128.094963004,52,0.31897799587339176,-0.3276560169776253,0.3276560169776253,0.31897799587339176,1.5555555555555556,2.111111111111111,2.5555555555555554,2.079144512004235,3.657769688457701,411.6444543701352,17.232050807568875,16.30267548146378,4.302675481463779,8.898717474235545,8.045764931731805,2.045764931731805,1.3020013768349714,1.3020013768349714,0.717984382460024,0.717984382460024,0.3324469453337534,0.3324469453337534,-0.73,8769.831551633863,1.0638167739950724,2.25020279829844,1.146604905706022,72.09896588874763,9.799819461700956,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,0.0,6.372924901329379,43.39447584323905,0.0,21.24363985811446,6.031114512338072,0.0,9.799819461700956,0.0,6.372924901329379,26.945373169196383,0.0,0.0,0.0,4.794537184071822,0.0,0.0,42.77630714323541,0.0,0.0,22.822027575372015,0.0,0.0,0.0,23.55,49.14923204456479,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44910267404264,87.75347222222221,0.0,10.899444444444443,0.0,0.0,0.0,-1.9721064814814817,-3.614375000000001,-14.14976851851852,0.0,0.8333333333333334,9,0,3,0,1,1,0,0,0,1,0,3,2,0,1,1,1,0.3736999999999999,35.272999999999996,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN1CCN(C)C1=O,11.681944444444445,11.681944444444445,0.3686805555555557,-3.287962962962964,0.4339920462537282,54.75,114.14799999999994,104.06799999999998,114.07931294,46,0.3191012710456713,-0.3259448236899011,0.3259448236899011,0.3191012710456713,1.625,2.125,2.375,2.07733266147178,3.4333646552211965,335.4447786978438,14.732050807568877,13.80267548146378,3.802675481463779,7.648717474235545,6.795764931731805,1.7957649317318052,1.1770013768349714,1.1770013768349714,0.6561809835850345,0.6561809835850345,0.29564354645876384,0.29564354645876384,-0.73,2700.532459913314,0.9582632155462694,1.6510030823083461,0.63823003741542,62.92408277401541,9.799819461700956,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,0.0,0.0,35.16992450621771,5.483034224680881,18.50212274577402,6.031114512338072,0.0,9.799819461700956,0.0,0.0,26.945373169196383,0.0,0.0,0.0,4.794537184071822,0.0,0.0,42.77630714323541,0.0,0.0,13.7075855617022,0.0,0.0,0.0,23.55,32.97648768153446,4.794537184071822,9.799819461700956,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,71.59708333333333,0.0,10.944583333333334,0.0,0.0,0.0,-1.731481481481482,0.0,-13.14351851851852,0.0,0.8,8,0,3,0,1,1,0,0,0,1,0,3,2,0,1,1,1,-0.01639999999999997,30.655999999999988,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCN1CCCC1=O,11.732569444444444,11.732569444444444,0.49305555555555536,-3.536921296296298,0.48807389852338806,62.75,113.15999999999993,102.07199999999997,113.084063972,46,0.22212237797525064,-0.34296689239107087,0.34296689239107087,0.22212237797525064,2.25,3.125,3.625,2.2117178377619013,3.514685603604519,409.8986980130193,15.654700538379252,14.855461885963821,3.855461885963821,8.026709006307398,7.374944538481868,1.8749445384818684,1.1141695587834304,1.1141695587834304,0.6520317247254686,0.6520317247254686,0.32271671208148167,0.32271671208148167,-0.53,4525.17469606085,0.9166327549701606,2.158633811658892,0.8307599218308781,64.93416171837647,4.899909730850478,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,13.224817018625059,34.44498838783369,0.0,19.87288130194424,5.907179729351506,0.0,4.899909730850478,0.0,19.597741919954437,12.99371936863189,0.0,0.0,0.0,0.0,0.0,0.0,23.800808828833873,4.794537184071822,0.0,34.676086037826856,0.0,0.0,0.0,20.310000000000002,43.39855074878831,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.078344117872419,79.73574074074074,0.0,11.239513888888888,0.0,0.0,-1.8716435185185183,0.0,-6.759143518518519,-10.42780092592593,0.0,0.8333333333333334,8,0,2,0,1,1,0,0,0,1,0,2,2,0,1,1,1,0.6287,31.487999999999985,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
